Well,Plate,Compound,Concentration,Replicate,t_0,t_2.08,t_4.16,t_6.24,t_8.32,t_10.4,t_12.48,MIC,Smiles
G13,111-DR2,Z1833589281,50,D,0,0.193837374268726,0.466739993304959,0.60956753223981,0.675880318173848,0.729440645274417,0.777899988841598,Inactive,CN(C)C=1C=CC(=NC1)C(=O)NS(=O)(=O)C=2C=NC=C(Cl)C2
G14,111-DR2,Z1833589281,12.5,D,0,0.193837374268726,0.494795402738591,0.65037540050691,0.76514753000813,0.869717692442574,0.971737363110325,Inactive,CN(C)C=1C=CC(=NC1)C(=O)NS(=O)(=O)C=2C=NC=C(Cl)C2
G15,111-DR2,Z1833589281,3.13,D,0,0.193837374268726,0.47439146860504,0.635072449906748,0.754945562941355,0.86716720067588,1.00489375607734,Inactive,CN(C)C=1C=CC(=NC1)C(=O)NS(=O)(=O)C=2C=NC=C(Cl)C2
G16,111-DR2,Z1833589281,0.781,D,0,0.170882948368482,0.476941960371734,0.619769499306585,0.737092120574498,0.836561299475555,0.958984904276856,Inactive,CN(C)C=1C=CC(=NC1)C(=O)NS(=O)(=O)C=2C=NC=C(Cl)C2
G17,111-DR2,Z1833589281,0.2,D,0,0.173433440135176,0.47439146860504,0.622319991073279,0.742193104107886,0.851864250075718,0.953883920743468,Inactive,CN(C)C=1C=CC(=NC1)C(=O)NS(=O)(=O)C=2C=NC=C(Cl)C2
G18,111-DR2,Z906002926,50,D,0,0.188736390735339,0.471840976838347,0.632521958140054,0.739642612341192,0.84676326654233,0.958984904276856,Inactive,OC(=O)C=1C=C(C=CC1F)S(=O)(=O)NC=2C=CC(OCC=3C=CC=CN3)=C(Cl)C2
G19,111-DR2,Z906002926,12.5,D,0,0.17598393190187,0.504997369805366,0.637622941673441,0.762597038241436,0.856965233609105,0.96153539604355,Inactive,OC(=O)C=1C=C(C=CC1F)S(=O)(=O)NC=2C=CC(OCC=3C=CC=CN3)=C(Cl)C2
G20,111-DR2,Z906002926,3.13,D,0,0.19638786603542,0.512648845105447,0.660577367573685,0.783000972374986,0.907975068942981,1.01254523137743,Inactive,OC(=O)C=1C=C(C=CC1F)S(=O)(=O)NC=2C=CC(OCC=3C=CC=CN3)=C(Cl)C2
G21,111-DR2,Z906002926,0.781,D,0,0.19638786603542,0.522850812172222,0.658026875806992,0.790652447675067,0.905424577176287,1.00999473961073,Inactive,OC(=O)C=1C=C(C=CC1F)S(=O)(=O)NC=2C=CC(OCC=3C=CC=CN3)=C(Cl)C2
G22,111-DR2,Z906002926,0.2,D,0,0.204039341335501,0.566209172206016,0.698834744074092,0.821258348875393,0.933479986609918,1.04060064081106,Inactive,OC(=O)C=1C=C(C=CC1F)S(=O)(=O)NC=2C=CC(OCC=3C=CC=CN3)=C(Cl)C2
H03,111-DR2,Z169865972,50,E,0,0.188736390735339,0.545805238072466,0.696284252307398,0.80595539827523,0.910525560709674,1.01764621491081,Inactive,COC=1C=CC(=CC1NC(=O)C2CC=CCC2C(=O)O)S(=O)(=O)NC=3C=CC=CC3Cl
H04,111-DR2,Z169865972,12.5,E,0,0.178534423668564,0.494795402738591,0.645274416973523,0.762597038241436,0.86716720067588,0.96153539604355,Inactive,COC=1C=CC(=CC1NC(=O)C2CC=CCC2C(=O)O)S(=O)(=O)NC=3C=CC=CC3Cl
H05,111-DR2,Z169865972,3.13,E,0,0.178534423668564,0.466739993304959,0.637622941673441,0.739642612341192,0.84676326654233,0.951333428976775,Inactive,COC=1C=CC(=CC1NC(=O)C2CC=CCC2C(=O)O)S(=O)(=O)NC=3C=CC=CC3Cl
H06,111-DR2,Z169865972,0.781,E,0,0.183635407201951,0.499896386271978,0.645274416973523,0.749844579407967,0.859515725375799,0.953883920743468,Inactive,COC=1C=CC(=CC1NC(=O)C2CC=CCC2C(=O)O)S(=O)(=O)NC=3C=CC=CC3Cl
H07,111-DR2,Z169865972,0.2,E,0,0.193837374268726,0.507547861572059,0.663127859340379,0.798303922975149,0.913076052476368,1.02529769021089,Inactive,COC=1C=CC(=CC1NC(=O)C2CC=CCC2C(=O)O)S(=O)(=O)NC=3C=CC=CC3Cl
H08,111-DR2,Z733859464,50,E,0,0.186185898968645,0.47439146860504,0.622319991073279,0.729440645274417,0.834010807708861,0.930929494843224,Inactive,COC=1C=CC(CNC(=O)C=2C=C(C=NC2O)[N+](=O)[O-])=CC1O
H09,111-DR2,Z733859464,12.5,E,0,0.188736390735339,0.482042943905122,0.627420974606666,0.731991137041111,0.831460315942168,0.933479986609918,Inactive,COC=1C=CC(CNC(=O)C=2C=C(C=NC2O)[N+](=O)[O-])=CC1O
H10,111-DR2,Z733859464,3.13,E,0,0.193837374268726,0.487143927438509,0.665678351107073,0.795753431208455,0.920727527776449,1.04315113257775,Inactive,COC=1C=CC(CNC(=O)C=2C=C(C=NC2O)[N+](=O)[O-])=CC1O
H11,111-DR2,Z733859464,0.781,E,0,0.219342291935664,0.522850812172222,0.668228842873767,0.808505890041924,0.930929494843224,1.05335309964453,Inactive,COC=1C=CC(CNC(=O)C=2C=C(C=NC2O)[N+](=O)[O-])=CC1O
H12,111-DR2,Z733859464,0.2,E,0,0.206589833102195,0.502446878038672,0.665678351107073,0.788101955908374,0.905424577176287,1.01764621491081,Inactive,COC=1C=CC(CNC(=O)C=2C=C(C=NC2O)[N+](=O)[O-])=CC1O
H13,111-DR2,Z1833589281,50,E,0,0.19638786603542,0.431033108571246,0.556007205139241,0.62997146637336,0.683531793473929,0.737092120574498,Inactive,CN(C)C=1C=CC(=NC1)C(=O)NS(=O)(=O)C=2C=NC=C(Cl)C2
H14,111-DR2,Z1833589281,12.5,E,0,0.201488849568808,0.540704254539078,0.668228842873767,0.780450480608292,0.897773101876206,1.01254523137743,Inactive,CN(C)C=1C=CC(=NC1)C(=O)NS(=O)(=O)C=2C=NC=C(Cl)C2
H15,111-DR2,Z1833589281,3.13,E,0,0.201488849568808,0.522850812172222,0.683531793473929,0.80595539827523,0.928379003076531,1.04570162434444,Inactive,CN(C)C=1C=CC(=NC1)C(=O)NS(=O)(=O)C=2C=NC=C(Cl)C2
H16,111-DR2,Z1833589281,0.781,E,0,0.19638786603542,0.520300320405528,0.673329826407154,0.788101955908374,0.897773101876206,1.01764621491081,Inactive,CN(C)C=1C=CC(=NC1)C(=O)NS(=O)(=O)C=2C=NC=C(Cl)C2
H17,111-DR2,Z1833589281,0.2,E,0,0.186185898968645,0.494795402738591,0.635072449906748,0.760046546474742,0.872268184209268,0.989590805477181,Inactive,CN(C)C=1C=CC(=NC1)C(=O)NS(=O)(=O)C=2C=NC=C(Cl)C2
H18,111-DR2,Z906002926,50,E,0,0.186185898968645,0.497345894505284,0.62997146637336,0.739642612341192,0.841662283008943,0.951333428976775,Inactive,OC(=O)C=1C=C(C=CC1F)S(=O)(=O)NC=2C=CC(OCC=3C=CC=CN3)=C(Cl)C2
H19,111-DR2,Z906002926,12.5,E,0,0.19638786603542,0.510098353338753,0.65037540050691,0.775349497074905,0.88757113480943,1.00234326431065,Inactive,OC(=O)C=1C=C(C=CC1F)S(=O)(=O)NC=2C=CC(OCC=3C=CC=CN3)=C(Cl)C2
H20,111-DR2,Z906002926,3.13,E,0,0.19638786603542,0.525401303938916,0.665678351107073,0.783000972374986,0.897773101876206,1.00999473961073,Inactive,OC(=O)C=1C=C(C=CC1F)S(=O)(=O)NC=2C=CC(OCC=3C=CC=CN3)=C(Cl)C2
H21,111-DR2,Z906002926,0.781,E,0,0.201488849568808,0.525401303938916,0.658026875806992,0.777899988841598,0.890121626576124,0.999792772543956,Inactive,OC(=O)C=1C=C(C=CC1F)S(=O)(=O)NC=2C=CC(OCC=3C=CC=CN3)=C(Cl)C2
H22,111-DR2,Z906002926,0.2,E,0,0.211690816635583,0.52795179570561,0.663127859340379,0.78555146414168,0.905424577176287,1.01509572314412,Inactive,OC(=O)C=1C=C(C=CC1F)S(=O)(=O)NC=2C=CC(OCC=3C=CC=CN3)=C(Cl)C2
I03,111-DR2,Z806961698,50,D,0,0.183635407201951,0.545805238072466,0.680981301707235,0.800854414741842,0.902874085409593,0.999792772543956,Inactive,CCOC(=O)N(C)C=1C=CC(NC(=O)CC2CCC=C2)=CC1
I04,111-DR2,Z806961698,12.5,D,0,0.170882948368482,0.479492452138428,0.624870482839973,0.739642612341192,0.84676326654233,0.948782937210081,Inactive,CCOC(=O)N(C)C=1C=CC(NC(=O)CC2CCC=C2)=CC1
I05,111-DR2,Z806961698,3.13,D,0,0.170882948368482,0.494795402738591,0.62997146637336,0.749844579407967,0.84676326654233,0.948782937210081,Inactive,CCOC(=O)N(C)C=1C=CC(NC(=O)CC2CCC=C2)=CC1
I06,111-DR2,Z806961698,0.781,D,0,0.173433440135176,0.512648845105447,0.67077933464046,0.800854414741842,0.907975068942981,1.01254523137743,Inactive,CCOC(=O)N(C)C=1C=CC(NC(=O)CC2CCC=C2)=CC1
I07,111-DR2,Z806961698,0.2,D,0,0.17598393190187,0.484593435671816,0.624870482839973,0.742193104107886,0.844212774775636,0.943681953676693,Inactive,CCOC(=O)N(C)C=1C=CC(NC(=O)CC2CCC=C2)=CC1
I08,111-DR2,Z237862988,50,D,0,0.181084915435257,0.489694419205203,0.647824908740216,0.747294087641273,0.864616708909187,0.979388838410406,Inactive,CN1N=CC=2C(=NC=NC12)N3CCN(CC3)C(=O)NC=4C=CC(=CC4)S(=O)(=O)N
I09,111-DR2,Z237862988,12.5,D,0,0.183635407201951,0.456538026238184,0.62997146637336,0.762597038241436,0.88757113480943,0.987040313710487,Inactive,CN1N=CC=2C(=NC=NC12)N3CCN(CC3)C(=O)NC=4C=CC(=CC4)S(=O)(=O)N
I10,111-DR2,Z237862988,3.13,D,0,0.198938357802114,0.525401303938916,0.665678351107073,0.790652447675067,0.907975068942981,1.02019670667751,Inactive,CN1N=CC=2C(=NC=NC12)N3CCN(CC3)C(=O)NC=4C=CC(=CC4)S(=O)(=O)N
I11,111-DR2,Z237862988,0.781,D,0,0.19638786603542,0.522850812172222,0.663127859340379,0.793202939441761,0.910525560709674,1.0227471984442,Inactive,CN1N=CC=2C(=NC=NC12)N3CCN(CC3)C(=O)NC=4C=CC(=CC4)S(=O)(=O)N
I12,111-DR2,Z237862988,0.2,D,0,0.198938357802114,0.54835572983916,0.696284252307398,0.821258348875393,0.936030478376612,1.04570162434444,Inactive,CN1N=CC=2C(=NC=NC12)N3CCN(CC3)C(=O)NC=4C=CC(=CC4)S(=O)(=O)N
I13,111-DR2,Z646313740,50,D,0,0.198938357802114,0.515199336872141,0.668228842873767,0.780450480608292,0.897773101876206,1.02019670667751,Inactive,CCS(=O)(=O)NC=1C=CC(NC=2N=CN=C3N(C)N=CC23)=CC1
I14,111-DR2,Z646313740,12.5,D,0,0.206589833102195,0.540704254539078,0.675880318173848,0.803404906508536,0.920727527776449,1.02784818197759,Inactive,CCS(=O)(=O)NC=1C=CC(NC=2N=CN=C3N(C)N=CC23)=CC1
I15,111-DR2,Z646313740,3.13,D,0,0.193837374268726,0.461639009771572,0.637622941673441,0.752395071174661,0.864616708909187,0.984489821943794,Inactive,CCS(=O)(=O)NC=1C=CC(NC=2N=CN=C3N(C)N=CC23)=CC1
I16,111-DR2,Z646313740,0.781,D,0,0.178534423668564,0.517749828638834,0.647824908740216,0.772799005308211,0.879919659509349,0.989590805477181,Inactive,CCS(=O)(=O)NC=1C=CC(NC=2N=CN=C3N(C)N=CC23)=CC1
I17,111-DR2,Z646313740,0.2,D,0,0.173433440135176,0.484593435671816,0.617219007539891,0.739642612341192,0.839111791242249,0.948782937210081,Inactive,CCS(=O)(=O)NC=1C=CC(NC=2N=CN=C3N(C)N=CC23)=CC1
I18,111-DR2,Z1143251035,50,D,0,0.0127524588334688,0.0102019670667751,0.00765147530008129,0.00510098353338752,0.00510098353338752,0.00510098353338752,3.13,C[C@@H]1COC=2C(N3CCN(C)CC3)=C(F)C=C4C(=O)C(=CN1C24)C(=O)O
I19,111-DR2,Z1143251035,12.5,D,0,0.0510098353338753,0.0586613106339566,0.0484593435671816,0.043358360033794,0.0408078682671002,0.0357068847337127,3.13,C[C@@H]1COC=2C(N3CCN(C)CC3)=C(F)C=C4C(=O)C(=CN1C24)C(=O)O
I20,111-DR2,Z1143251035,3.13,D,0,0.0969186871343631,0.142827538934851,0.142827538934851,0.142827538934851,0.140277047168157,0.13517606363477,3.13,C[C@@H]1COC=2C(N3CCN(C)CC3)=C(F)C=C4C(=O)C(=CN1C24)C(=O)O
I21,111-DR2,Z1143251035,0.781,D,0,0.160680981301707,0.244847209602602,0.27800360256962,0.285655077869702,0.272902619036233,0.265251143736152,3.13,C[C@@H]1COC=2C(N3CCN(C)CC3)=C(F)C=C4C(=O)C(=CN1C24)C(=O)O
I22,111-DR2,Z1143251035,0.2,D,0,0.117322621267913,0.198938357802114,0.209140324868889,0.206589833102195,0.201488849568808,0.198938357802114,3.13,C[C@@H]1COC=2C(N3CCN(C)CC3)=C(F)C=C4C(=O)C(=CN1C24)C(=O)O
J03,111-DR2,Z806961698,50,E,0,0.191286882502032,0.533052779238997,0.680981301707235,0.78555146414168,0.890121626576124,0.992141297243875,Inactive,CCOC(=O)N(C)C=1C=CC(NC(=O)CC2CCC=C2)=CC1
J04,111-DR2,Z806961698,12.5,E,0,0.19638786603542,0.535603271005691,0.668228842873767,0.783000972374986,0.885020643042737,0.984489821943794,Inactive,CCOC(=O)N(C)C=1C=CC(NC(=O)CC2CCC=C2)=CC1
J05,111-DR2,Z806961698,3.13,E,0,0.183635407201951,0.525401303938916,0.652925892273604,0.780450480608292,0.882470151276043,0.979388838410406,Inactive,CCOC(=O)N(C)C=1C=CC(NC(=O)CC2CCC=C2)=CC1
J06,111-DR2,Z806961698,0.781,E,0,0.186185898968645,0.525401303938916,0.652925892273604,0.767698021774823,0.872268184209268,0.974287854877019,Inactive,CCOC(=O)N(C)C=1C=CC(NC(=O)CC2CCC=C2)=CC1
J07,111-DR2,Z806961698,0.2,E,0,0.186185898968645,0.489694419205203,0.612118024006504,0.726890153507723,0.834010807708861,0.925828511309837,Inactive,CCOC(=O)N(C)C=1C=CC(NC(=O)CC2CCC=C2)=CC1
J08,111-DR2,Z237862988,50,E,0,0.17598393190187,0.489694419205203,0.65037540050691,0.76514753000813,0.872268184209268,0.971737363110325,Inactive,CN1N=CC=2C(=NC=NC12)N3CCN(CC3)C(=O)NC=4C=CC(=CC4)S(=O)(=O)N
J09,111-DR2,Z237862988,12.5,E,0,0.183635407201951,0.499896386271978,0.668228842873767,0.788101955908374,0.905424577176287,1.00999473961073,Inactive,CN1N=CC=2C(=NC=NC12)N3CCN(CC3)C(=O)NC=4C=CC(=CC4)S(=O)(=O)N
J10,111-DR2,Z237862988,3.13,E,0,0.193837374268726,0.512648845105447,0.660577367573685,0.790652447675067,0.897773101876206,1.00744424784404,Inactive,CN1N=CC=2C(=NC=NC12)N3CCN(CC3)C(=O)NC=4C=CC(=CC4)S(=O)(=O)N
J11,111-DR2,Z237862988,0.781,E,0,0.186185898968645,0.507547861572059,0.642723925206829,0.762597038241436,0.885020643042737,0.989590805477181,Inactive,CN1N=CC=2C(=NC=NC12)N3CCN(CC3)C(=O)NC=4C=CC(=CC4)S(=O)(=O)N
J12,111-DR2,Z237862988,0.2,E,0,0.198938357802114,0.540704254539078,0.696284252307398,0.813606873575311,0.936030478376612,1.05590359141122,Inactive,CN1N=CC=2C(=NC=NC12)N3CCN(CC3)C(=O)NC=4C=CC(=CC4)S(=O)(=O)N
J13,111-DR2,Z646313740,50,E,0,0.201488849568808,0.515199336872141,0.665678351107073,0.780450480608292,0.895222610109512,0.997242280777262,Inactive,CCS(=O)(=O)NC=1C=CC(NC=2N=CN=C3N(C)N=CC23)=CC1
J14,111-DR2,Z646313740,12.5,E,0,0.204039341335501,0.522850812172222,0.663127859340379,0.795753431208455,0.907975068942981,1.0227471984442,Inactive,CCS(=O)(=O)NC=1C=CC(NC=2N=CN=C3N(C)N=CC23)=CC1
J15,111-DR2,Z646313740,3.13,E,0,0.181084915435257,0.479492452138428,0.637622941673441,0.752395071174661,0.859515725375799,0.971737363110325,Inactive,CCS(=O)(=O)NC=1C=CC(NC=2N=CN=C3N(C)N=CC23)=CC1
J16,111-DR2,Z646313740,0.781,E,0,0.193837374268726,0.522850812172222,0.663127859340379,0.783000972374986,0.890121626576124,0.997242280777262,Inactive,CCS(=O)(=O)NC=1C=CC(NC=2N=CN=C3N(C)N=CC23)=CC1
J17,111-DR2,Z646313740,0.2,E,0,0.191286882502032,0.522850812172222,0.65037540050691,0.775349497074905,0.88757113480943,0.976838346643712,Inactive,CCS(=O)(=O)NC=1C=CC(NC=2N=CN=C3N(C)N=CC23)=CC1
J18,111-DR2,Z1143251035,50,E,0,0.0102019670667751,0.0102019670667751,0.00765147530008129,0.00510098353338752,0.00510098353338752,0.00255049176669375,3.13,C[C@@H]1COC=2C(N3CCN(C)CC3)=C(F)C=C4C(=O)C(=CN1C24)C(=O)O
J19,111-DR2,Z1143251035,12.5,E,0,0.0510098353338753,0.0510098353338753,0.0484593435671816,0.043358360033794,0.0408078682671002,0.0408078682671002,3.13,C[C@@H]1COC=2C(N3CCN(C)CC3)=C(F)C=C4C(=O)C(=CN1C24)C(=O)O
J20,111-DR2,Z1143251035,3.13,E,0,0.102019670667751,0.153029506001626,0.15557999776832,0.153029506001626,0.145378030701545,0.137726555401463,3.13,C[C@@H]1COC=2C(N3CCN(C)CC3)=C(F)C=C4C(=O)C(=CN1C24)C(=O)O
J21,111-DR2,Z1143251035,0.781,E,0,0.145378030701545,0.260150160202764,0.290756061403089,0.290756061403089,0.285655077869702,0.27800360256962,3.13,C[C@@H]1COC=2C(N3CCN(C)CC3)=C(F)C=C4C(=O)C(=CN1C24)C(=O)O
J22,111-DR2,Z1143251035,0.2,E,0,0.193837374268726,0.459088518004878,0.550906221605853,0.619769499306585,0.683531793473929,0.74474359587458,3.13,C[C@@H]1COC=2C(N3CCN(C)CC3)=C(F)C=C4C(=O)C(=CN1C24)C(=O)O
K03,111-DR2,Z317626212,50,D,0,0.183635407201951,0.522850812172222,0.645274416973523,0.762597038241436,0.872268184209268,0.984489821943794,Inactive,CC=1C=CC(NC(=O)C=2C=CC=C(OCC(=O)N)C2)=CC1S(=O)(=O)N
K04,111-DR2,Z317626212,12.5,D,0,0.170882948368482,0.510098353338753,0.62997146637336,0.760046546474742,0.864616708909187,0.964085887810243,Inactive,CC=1C=CC(NC(=O)C=2C=CC=C(OCC(=O)N)C2)=CC1S(=O)(=O)N
K05,111-DR2,Z317626212,3.13,D,0,0.183635407201951,0.512648845105447,0.637622941673441,0.767698021774823,0.86716720067588,0.964085887810243,Inactive,CC=1C=CC(NC(=O)C=2C=CC=C(OCC(=O)N)C2)=CC1S(=O)(=O)N
K06,111-DR2,Z317626212,0.781,D,0,0.173433440135176,0.484593435671816,0.614668515773197,0.74474359587458,0.851864250075718,0.948782937210081,Inactive,CC=1C=CC(NC(=O)C=2C=CC=C(OCC(=O)N)C2)=CC1S(=O)(=O)N
K07,111-DR2,Z317626212,0.2,D,0,0.181084915435257,0.512648845105447,0.642723925206829,0.770248513541517,0.879919659509349,0.987040313710487,Inactive,CC=1C=CC(NC(=O)C=2C=CC=C(OCC(=O)N)C2)=CC1S(=O)(=O)N
K08,111-DR2,Z320034720,50,D,0,0.188736390735339,0.550906221605853,0.680981301707235,0.818707857108699,0.933479986609918,1.04315113257775,Inactive,COC=1C=CC(NC(C)C2=NN=C(O2)C=3C=CC=CC3)=CC1NS(=O)(=O)C
K09,111-DR2,Z320034720,12.5,D,0,0.191286882502032,0.494795402738591,0.637622941673441,0.76514753000813,0.877369167742655,0.987040313710487,Inactive,COC=1C=CC(NC(C)C2=NN=C(O2)C=3C=CC=CC3)=CC1NS(=O)(=O)C
K10,111-DR2,Z320034720,3.13,D,0,0.198938357802114,0.538153762772385,0.698834744074092,0.82635933240878,0.951333428976775,1.05590359141122,Inactive,COC=1C=CC(NC(C)C2=NN=C(O2)C=3C=CC=CC3)=CC1NS(=O)(=O)C
K11,111-DR2,Z320034720,0.781,D,0,0.209140324868889,0.520300320405528,0.691183268774011,0.818707857108699,0.938580970143306,1.05335309964453,Inactive,COC=1C=CC(NC(C)C2=NN=C(O2)C=3C=CC=CC3)=CC1NS(=O)(=O)C
K12,111-DR2,Z320034720,0.2,D,0,0.201488849568808,0.543254746305772,0.706486219374173,0.831460315942168,0.943681953676693,1.05335309964453,Inactive,COC=1C=CC(NC(C)C2=NN=C(O2)C=3C=CC=CC3)=CC1NS(=O)(=O)C
K13,111-DR2,Z737888452,50,D,0,0.201488849568808,0.525401303938916,0.668228842873767,0.798303922975149,0.913076052476368,1.0227471984442,Inactive,CCC1=CC=C(S1)S(=O)(=O)NC=2C=C(OC)C(OC)=CC2C(=O)O
K14,111-DR2,Z737888452,12.5,D,0,0.183635407201951,0.489694419205203,0.607017040473116,0.724339661741029,0.831460315942168,0.933479986609918,Inactive,CCC1=CC=C(S1)S(=O)(=O)NC=2C=C(OC)C(OC)=CC2C(=O)O
K15,111-DR2,Z737888452,3.13,D,0,0.204039341335501,0.517749828638834,0.645274416973523,0.767698021774823,0.882470151276043,1.00744424784404,Inactive,CCC1=CC=C(S1)S(=O)(=O)NC=2C=C(OC)C(OC)=CC2C(=O)O
K16,111-DR2,Z737888452,0.781,D,0,0.21679180016897,0.510098353338753,0.663127859340379,0.780450480608292,0.900323593642899,1.01764621491081,Inactive,CCC1=CC=C(S1)S(=O)(=O)NC=2C=C(OC)C(OC)=CC2C(=O)O
K17,111-DR2,Z737888452,0.2,D,0,0.186185898968645,0.489694419205203,0.612118024006504,0.739642612341192,0.844212774775636,0.958984904276856,Inactive,CCC1=CC=C(S1)S(=O)(=O)NC=2C=C(OC)C(OC)=CC2C(=O)O
K18,111-DR2,Z2437372362,50,D,0,0.186185898968645,0.492244910971897,0.655476384040298,0.767698021774823,0.877369167742655,0.992141297243875,Inactive,CC(CNS(=O)(=O)N1CCC(CC1)C(=O)O)C=2C(Cl)=CC=CC2Cl
K19,111-DR2,Z2437372362,12.5,D,0,0.186185898968645,0.484593435671816,0.640173433440135,0.749844579407967,0.854414741842412,0.96153539604355,Inactive,CC(CNS(=O)(=O)N1CCC(CC1)C(=O)O)C=2C(Cl)=CC=CC2Cl
K20,111-DR2,Z2437372362,3.13,D,0,0.206589833102195,0.520300320405528,0.688632777007317,0.811056381808617,0.925828511309837,1.03805014904436,Inactive,CC(CNS(=O)(=O)N1CCC(CC1)C(=O)O)C=2C(Cl)=CC=CC2Cl
K21,111-DR2,Z2437372362,0.781,D,0,0.204039341335501,0.512648845105447,0.647824908740216,0.767698021774823,0.885020643042737,0.999792772543956,Inactive,CC(CNS(=O)(=O)N1CCC(CC1)C(=O)O)C=2C(Cl)=CC=CC2Cl
K22,111-DR2,Z2437372362,0.2,D,0,0.204039341335501,0.510098353338753,0.680981301707235,0.80595539827523,0.923278019543143,1.03549965727767,Inactive,CC(CNS(=O)(=O)N1CCC(CC1)C(=O)O)C=2C(Cl)=CC=CC2Cl
L03,111-DR2,Z317626212,50,E,0,0.188736390735339,0.533052779238997,0.673329826407154,0.798303922975149,0.902874085409593,0.992141297243875,Inactive,CC=1C=CC(NC(=O)C=2C=CC=C(OCC(=O)N)C2)=CC1S(=O)(=O)N
L04,111-DR2,Z317626212,12.5,E,0,0.178534423668564,0.499896386271978,0.647824908740216,0.783000972374986,0.885020643042737,0.984489821943794,Inactive,CC=1C=CC(NC(=O)C=2C=CC=C(OCC(=O)N)C2)=CC1S(=O)(=O)N
L05,111-DR2,Z317626212,3.13,E,0,0.198938357802114,0.52795179570561,0.655476384040298,0.772799005308211,0.882470151276043,0.9819393301771,Inactive,CC=1C=CC(NC(=O)C=2C=CC=C(OCC(=O)N)C2)=CC1S(=O)(=O)N
L06,111-DR2,Z317626212,0.781,E,0,0.193837374268726,0.497345894505284,0.642723925206829,0.770248513541517,0.872268184209268,0.971737363110325,Inactive,CC=1C=CC(NC(=O)C=2C=CC=C(OCC(=O)N)C2)=CC1S(=O)(=O)N
L07,111-DR2,Z317626212,0.2,E,0,0.183635407201951,0.484593435671816,0.624870482839973,0.752395071174661,0.862066217142493,0.958984904276856,Inactive,CC=1C=CC(NC(=O)C=2C=CC=C(OCC(=O)N)C2)=CC1S(=O)(=O)N
L08,111-DR2,Z320034720,50,E,0,0.19638786603542,0.504997369805366,0.640173433440135,0.767698021774823,0.879919659509349,0.9819393301771,Inactive,COC=1C=CC(NC(C)C2=NN=C(O2)C=3C=CC=CC3)=CC1NS(=O)(=O)C
L09,111-DR2,Z320034720,12.5,E,0,0.193837374268726,0.502446878038672,0.655476384040298,0.783000972374986,0.900323593642899,1.00489375607734,Inactive,COC=1C=CC(NC(C)C2=NN=C(O2)C=3C=CC=CC3)=CC1NS(=O)(=O)C
L10,111-DR2,Z320034720,3.13,E,0,0.188736390735339,0.492244910971897,0.642723925206829,0.76514753000813,0.879919659509349,0.984489821943794,Inactive,COC=1C=CC(NC(C)C2=NN=C(O2)C=3C=CC=CC3)=CC1NS(=O)(=O)C
L11,111-DR2,Z320034720,0.781,E,0,0.193837374268726,0.504997369805366,0.640173433440135,0.76514753000813,0.879919659509349,0.9819393301771,Inactive,COC=1C=CC(NC(C)C2=NN=C(O2)C=3C=CC=CC3)=CC1NS(=O)(=O)C
L12,111-DR2,Z320034720,0.2,E,0,0.191286882502032,0.499896386271978,0.632521958140054,0.76514753000813,0.879919659509349,0.984489821943794,Inactive,COC=1C=CC(NC(C)C2=NN=C(O2)C=3C=CC=CC3)=CC1NS(=O)(=O)C
L13,111-DR2,Z737888452,50,E,0,0.188736390735339,0.479492452138428,0.624870482839973,0.734541628807804,0.844212774775636,0.951333428976775,Inactive,CCC1=CC=C(S1)S(=O)(=O)NC=2C=C(OC)C(OC)=CC2C(=O)O
L14,111-DR2,Z737888452,12.5,E,0,0.181084915435257,0.487143927438509,0.614668515773197,0.724339661741029,0.831460315942168,0.925828511309837,Inactive,CCC1=CC=C(S1)S(=O)(=O)NC=2C=C(OC)C(OC)=CC2C(=O)O
L15,111-DR2,Z737888452,3.13,E,0,0.19638786603542,0.515199336872141,0.660577367573685,0.788101955908374,0.907975068942981,1.02019670667751,Inactive,CCC1=CC=C(S1)S(=O)(=O)NC=2C=C(OC)C(OC)=CC2C(=O)O
L16,111-DR2,Z737888452,0.781,E,0,0.188736390735339,0.484593435671816,0.617219007539891,0.731991137041111,0.834010807708861,0.94113146191,Inactive,CCC1=CC=C(S1)S(=O)(=O)NC=2C=C(OC)C(OC)=CC2C(=O)O
L17,111-DR2,Z737888452,0.2,E,0,0.193837374268726,0.510098353338753,0.686082285240623,0.80595539827523,0.920727527776449,1.02529769021089,Inactive,CCC1=CC=C(S1)S(=O)(=O)NC=2C=C(OC)C(OC)=CC2C(=O)O
L18,111-DR2,Z2437372362,50,E,0,0.191286882502032,0.507547861572059,0.680981301707235,0.803404906508536,0.915626544243062,1.03294916551098,Inactive,CC(CNS(=O)(=O)N1CCC(CC1)C(=O)O)C=2C(Cl)=CC=CC2Cl
L19,111-DR2,Z2437372362,12.5,E,0,0.186185898968645,0.499896386271978,0.65037540050691,0.770248513541517,0.874818675975962,0.966636379576937,Inactive,CC(CNS(=O)(=O)N1CCC(CC1)C(=O)O)C=2C(Cl)=CC=CC2Cl
L20,111-DR2,Z2437372362,3.13,E,0,0.211690816635583,0.499896386271978,0.663127859340379,0.803404906508536,0.925828511309837,1.04315113257775,Inactive,CC(CNS(=O)(=O)N1CCC(CC1)C(=O)O)C=2C(Cl)=CC=CC2Cl
