Well,Plate,Compound,Concentration,Replicate,t_0,t_2.08,t_4.16,t_6.24,t_8.32,t_10.4,t_12.48,MIC,Smiles
G16,111-DR7,Z1458711410,0.781,D,0,0.207526062355097,0.52140923166718,0.656301172197993,0.780816809611051,0.887173916568038,0.990936947745586,Inactive,NCC1=CC=C(O1)C(=O)N2CCC=3C=C(C=CC23)C=4C=CC=CC4
G17,111-DR7,Z1458711410,0.2,D,0,0.191961607678464,0.503250701211109,0.645924869080238,0.775628658052173,0.876797613450283,0.975372493068954,Inactive,NCC1=CC=C(O1)C(=O)N2CCC=3C=C(C=CC23)C=4C=CC=CC4
G18,111-DR7,Z6789799857,50,D,0,0.202337910796219,0.490280322313916,0.583667050373709,0.677053778433502,0.747093824478347,0.817133870523193,Inactive,CCC1=CNC=2N=CC(=CC12)C=3C=CC=C(CC4(CN)CC4)C3
G19,111-DR7,Z6789799857,12.5,D,0,0.207526062355097,0.544755913682129,0.664083399536309,0.775628658052173,0.894956143906354,0.975372493068954,Inactive,CCC1=CNC=2N=CC(=CC12)C=3C=CC=C(CC4(CN)CC4)C3
G20,111-DR7,Z6789799857,3.13,D,0,0.217902365472851,0.495468473872793,0.653707096418554,0.770440506493296,0.856045007214773,0.970184341510076,Inactive,CCC1=CNC=2N=CC(=CC12)C=3C=CC=C(CC4(CN)CC4)C3
G21,111-DR7,Z6789799857,0.781,D,0,0.223090517031729,0.531785534784935,0.664083399536309,0.778222733831612,0.879391689229722,0.977966568848392,Inactive,CCC1=CNC=2N=CC(=CC12)C=3C=CC=C(CC4(CN)CC4)C3
G22,111-DR7,Z6789799857,0.2,D,0,0.212714213913974,0.54216183790269,0.656301172197993,0.783410885390489,0.894956143906354,1.00390732664278,Inactive,CCC1=CNC=2N=CC(=CC12)C=3C=CC=C(CC4(CN)CC4)C3
H03,111-DR7,Z4055762990,50,E,0,0.202337910796219,0.451369185622335,0.555132216799883,0.635548565962483,0.700400460448451,0.775628658052173,Inactive,CC=1C=CC=2NC(C(=O)NC3CCC(CCN)C3)=C(Cl)C2C1
H04,111-DR7,Z4055762990,12.5,E,0,0.249031274826116,0.562914444138199,0.669271551095186,0.786004961169928,0.900144295465231,0.990936947745586,Inactive,CC=1C=CC=2NC(C(=O)NC3CCC(CCN)C3)=C(Cl)C2C1
H05,111-DR7,Z4055762990,3.13,E,0,0.22049644125229,0.531785534784935,0.66148932375687,0.780816809611051,0.889767992347476,0.985748796186709,Inactive,CC=1C=CC=2NC(C(=O)NC3CCC(CCN)C3)=C(Cl)C2C1
H06,111-DR7,Z4055762990,0.781,E,0,0.236060895928922,0.536973686343812,0.666677475315748,0.788599036949367,0.900144295465231,0.996125099304463,Inactive,CC=1C=CC=2NC(C(=O)NC3CCC(CCN)C3)=C(Cl)C2C1
H07,111-DR7,Z4055762990,0.2,E,0,0.2412490474878,0.604419656609219,0.713370839345644,0.827510173640947,0.94164950793625,1.03763031177548,Inactive,CC=1C=CC=2NC(C(=O)NC3CCC(CCN)C3)=C(Cl)C2C1
H08,111-DR7,Z195727836,50,E,0,0.19974383501678,0.503250701211109,0.60182558082978,0.671865626874625,0.739311597140031,0.780816809611051,Inactive,CN(CC=1C=CC(=CC1[N+](=O)[O-])C(=O)N)C2CCCC=3C=CC=CC23
H09,111-DR7,Z195727836,12.5,E,0,0.207526062355097,0.529191459005496,0.656301172197993,0.765252354934418,0.869015386111967,0.957213962612883,Inactive,CN(CC=1C=CC(=CC1[N+](=O)[O-])C(=O)N)C2CCCC=3C=CC=CC23
H10,111-DR7,Z195727836,3.13,E,0,0.207526062355097,0.513627004328864,0.651113020639115,0.767846430713857,0.874203537670844,0.967590265730638,Inactive,CN(CC=1C=CC(=CC1[N+](=O)[O-])C(=O)N)C2CCCC=3C=CC=CC23
H11,111-DR7,Z195727836,0.781,E,0,0.207526062355097,0.524003307446619,0.651113020639115,0.767846430713857,0.876797613450283,0.972778417289515,Inactive,CN(CC=1C=CC(=CC1[N+](=O)[O-])C(=O)N)C2CCCC=3C=CC=CC23
H12,111-DR7,Z195727836,0.2,E,0,0.207526062355097,0.524003307446619,0.656301172197993,0.786004961169928,0.90273837124467,0.993531023525025,Inactive,CN(CC=1C=CC(=CC1[N+](=O)[O-])C(=O)N)C2CCCC=3C=CC=CC23
H13,111-DR7,Z1458711410,50,E,0,0.166020849884077,0.422834352048509,0.529191459005496,0.619984111285851,0.700400460448451,0.765252354934418,Inactive,NCC1=CC=C(O1)C(=O)N2CCC=3C=C(C=CC23)C=4C=CC=CC4
H14,111-DR7,Z1458711410,12.5,E,0,0.243843123267238,0.54216183790269,0.684836005771819,0.796381264287683,0.90273837124467,0.998719175083902,Inactive,NCC1=CC=C(O1)C(=O)N2CCC=3C=C(C=CC23)C=4C=CC=CC4
H15,111-DR7,Z1458711410,3.13,E,0,0.186773456119587,0.490280322313916,0.625172262844728,0.752281976037225,0.848262779876457,0.944243583715689,Inactive,NCC1=CC=C(O1)C(=O)N2CCC=3C=C(C=CC23)C=4C=CC=CC4
H16,111-DR7,Z1458711410,0.781,E,0,0.189367531899026,0.485092170755038,0.599231505050341,0.726341218242838,0.824916097861509,0.920896901700741,Inactive,NCC1=CC=C(O1)C(=O)N2CCC=3C=C(C=CC23)C=4C=CC=CC4
H17,111-DR7,Z1458711410,0.2,E,0,0.202337910796219,0.513627004328864,0.643330793300799,0.778222733831612,0.876797613450283,0.98315472040727,Inactive,NCC1=CC=C(O1)C(=O)N2CCC=3C=C(C=CC23)C=4C=CC=CC4
H18,111-DR7,Z6789799857,50,E,0,0.194555683457903,0.495468473872793,0.599231505050341,0.68224192999238,0.747093824478347,0.819727946302631,Inactive,CCC1=CNC=2N=CC(=CC12)C=3C=CC=C(CC4(CN)CC4)C3
H19,111-DR7,Z6789799857,12.5,E,0,0.19974383501678,0.526597383226058,0.669271551095186,0.791193112728806,0.884579840788599,0.980560644627831,Inactive,CCC1=CNC=2N=CC(=CC12)C=3C=CC=C(CC4(CN)CC4)C3
H20,111-DR7,Z6789799857,3.13,E,0,0.189367531899026,0.516221080108303,0.643330793300799,0.754876051816664,0.866421310332528,0.977966568848392,Inactive,CCC1=CNC=2N=CC(=CC12)C=3C=CC=C(CC4(CN)CC4)C3
H21,111-DR7,Z6789799857,0.781,E,0,0.19974383501678,0.505844776990548,0.632954490183044,0.74190567291947,0.853450931435335,0.949431735274567,Inactive,CCC1=CNC=2N=CC(=CC12)C=3C=CC=C(CC4(CN)CC4)C3
H22,111-DR7,Z6789799857,0.2,E,0,0.212714213913974,0.526597383226058,0.658895247977431,0.765252354934418,0.887173916568038,0.993531023525025,Inactive,CCC1=CNC=2N=CC(=CC12)C=3C=CC=C(CC4(CN)CC4)C3
I03,111-DR7,Z1715563527,50,D,0,0.254219426384993,0.544755913682129,0.58107297459427,0.632954490183044,0.690024157330696,0.739311597140031,Inactive,[O-][N+](=O)C=1C=CC(NS(=O)(=O)C=2C=CC=C(F)C2)=CC1F
I04,111-DR7,Z1715563527,12.5,D,0,0.246437199046677,0.562914444138199,0.653707096418554,0.754876051816664,0.845668704097018,0.939055432156812,Inactive,[O-][N+](=O)C=1C=CC(NS(=O)(=O)C=2C=CC=C(F)C2)=CC1F
I05,111-DR7,Z1715563527,3.13,D,0,0.238654971708361,0.596637429270902,0.70299453622789,0.82232202208207,0.936461356377373,1.03244216021661,Inactive,[O-][N+](=O)C=1C=CC(NS(=O)(=O)C=2C=CC=C(F)C2)=CC1F
I06,111-DR7,Z1715563527,0.781,D,0,0.249031274826116,0.594043353491464,0.705588612007328,0.827510173640947,0.94164950793625,1.03763031177548,Inactive,[O-][N+](=O)C=1C=CC(NS(=O)(=O)C=2C=CC=C(F)C2)=CC1F
I07,111-DR7,Z1715563527,0.2,D,0,0.251625350605555,0.58107297459427,0.697806384669012,0.819727946302631,0.918302825921302,1.02206585709885,Inactive,[O-][N+](=O)C=1C=CC(NS(=O)(=O)C=2C=CC=C(F)C2)=CC1F
I08,111-DR7,Z872217018,50,D,0,0.256813502164432,0.58107297459427,0.731529369801715,0.850856855655896,0.957213962612883,1.05578884223155,Inactive,CC(C)(C)N1C(NC(=O)C2=CC=C(S2)[N+](=O)[O-])=NC=3C=CC=CC13
I09,111-DR7,Z872217018,12.5,D,0,0.19974383501678,0.547349989461567,0.677053778433502,0.806757567405438,0.923490977480179,1.01687770553997,Inactive,CC(C)(C)N1C(NC(=O)C2=CC=C(S2)[N+](=O)[O-])=NC=3C=CC=CC13
I10,111-DR7,Z872217018,3.13,D,0,0.215308289693413,0.534379610564374,0.690024157330696,0.806757567405438,0.907926522803547,1.02465993287829,Inactive,CC(C)(C)N1C(NC(=O)C2=CC=C(S2)[N+](=O)[O-])=NC=3C=CC=CC13
I11,111-DR7,Z872217018,0.781,D,0,0.243843123267238,0.54216183790269,0.653707096418554,0.775628658052173,0.884579840788599,0.977966568848392,Inactive,CC(C)(C)N1C(NC(=O)C2=CC=C(S2)[N+](=O)[O-])=NC=3C=CC=CC13
I12,111-DR7,Z872217018,0.2,D,0,0.225684592811167,0.570696671476516,0.692618233110135,0.817133870523193,0.933867280597934,1.02465993287829,Inactive,CC(C)(C)N1C(NC(=O)C2=CC=C(S2)[N+](=O)[O-])=NC=3C=CC=CC13
I13,111-DR7,Z5292501409,50,D,0,0.166020849884077,0.36057653334198,0.404675821592438,0.438398806725141,0.459151412960651,0.464339564519528,Inactive,NCC1(CCN(CC1)C=2N=CC(F)=C(N2)C=3C=CSC3)C=4C=CC=CC4
I14,111-DR7,Z5292501409,12.5,D,0,0.212714213913974,0.52140923166718,0.625172262844728,0.739311597140031,0.850856855655896,0.944243583715689,Inactive,NCC1(CCN(CC1)C=2N=CC(F)=C(N2)C=3C=CSC3)C=4C=CC=CC4
I15,111-DR7,Z5292501409,3.13,D,0,0.217902365472851,0.531785534784935,0.664083399536309,0.788599036949367,0.897550219685793,0.996125099304463,Inactive,NCC1(CCN(CC1)C=2N=CC(F)=C(N2)C=3C=CSC3)C=4C=CC=CC4
I16,111-DR7,Z5292501409,0.781,D,0,0.22049644125229,0.534379610564374,0.658895247977431,0.788599036949367,0.900144295465231,1.00650140242222,Inactive,NCC1(CCN(CC1)C=2N=CC(F)=C(N2)C=3C=CSC3)C=4C=CC=CC4
I17,111-DR7,Z5292501409,0.2,D,0,0.225684592811167,0.552538141020445,0.669271551095186,0.796381264287683,0.913114674362425,1.01428362976053,Inactive,NCC1(CCN(CC1)C=2N=CC(F)=C(N2)C=3C=CSC3)C=4C=CC=CC4
I18,111-DR7,Z2595878349,50,D,0,0.204931986575658,0.516221080108303,0.645924869080238,0.739311597140031,0.809351643184877,0.900144295465231,Inactive,CC1N(CCC=2C=C(Cl)C=C(Cl)C12)C(=O)C3=CN(CCN)N=N3
I19,111-DR7,Z2595878349,12.5,D,0,0.212714213913974,0.54216183790269,0.669271551095186,0.780816809611051,0.884579840788599,0.990936947745586,Inactive,CC1N(CCC=2C=C(Cl)C=C(Cl)C12)C(=O)C3=CN(CCN)N=N3
I20,111-DR7,Z2595878349,3.13,D,0,0.207526062355097,0.503250701211109,0.645924869080238,0.765252354934418,0.871609461891406,0.967590265730638,Inactive,CC1N(CCC=2C=C(Cl)C=C(Cl)C12)C(=O)C3=CN(CCN)N=N3
I21,111-DR7,Z2595878349,0.781,D,0,0.204931986575658,0.531785534784935,0.671865626874625,0.786004961169928,0.887173916568038,0.988342871966147,Inactive,CC1N(CCC=2C=C(Cl)C=C(Cl)C12)C(=O)C3=CN(CCN)N=N3
I22,111-DR7,Z2595878349,0.2,D,0,0.223090517031729,0.529191459005496,0.658895247977431,0.778222733831612,0.887173916568038,0.993531023525025,Inactive,CC1N(CCC=2C=C(Cl)C=C(Cl)C12)C(=O)C3=CN(CCN)N=N3
J03,111-DR7,Z1715563527,50,E,0,0.259407577943871,0.552538141020445,0.573290747255954,0.62257818706529,0.674459702654064,0.723747142463399,Inactive,[O-][N+](=O)C=1C=CC(NS(=O)(=O)C=2C=CC=C(F)C2)=CC1F
J04,111-DR7,Z1715563527,12.5,E,0,0.249031274826116,0.58107297459427,0.677053778433502,0.775628658052173,0.866421310332528,0.957213962612883,Inactive,[O-][N+](=O)C=1C=CC(NS(=O)(=O)C=2C=CC=C(F)C2)=CC1F
J05,111-DR7,Z1715563527,3.13,E,0,0.2412490474878,0.588855201932586,0.692618233110135,0.809351643184877,0.910520598582986,1.00650140242222,Inactive,[O-][N+](=O)C=1C=CC(NS(=O)(=O)C=2C=CC=C(F)C2)=CC1F
J06,111-DR7,Z1715563527,0.781,E,0,0.22049644125229,0.547349989461567,0.692618233110135,0.814539794743754,0.923490977480179,1.01687770553997,Inactive,[O-][N+](=O)C=1C=CC(NS(=O)(=O)C=2C=CC=C(F)C2)=CC1F
J07,111-DR7,Z1715563527,0.2,E,0,0.210120138134535,0.526597383226058,0.677053778433502,0.809351643184877,0.923490977480179,1.02206585709885,Inactive,[O-][N+](=O)C=1C=CC(NS(=O)(=O)C=2C=CC=C(F)C2)=CC1F
J08,111-DR7,Z872217018,50,E,0,0.285348335738258,0.614795959726973,0.752281976037225,0.869015386111967,0.980560644627831,1.06875922112875,Inactive,CC(C)(C)N1C(NC(=O)C2=CC=C(S2)[N+](=O)[O-])=NC=3C=CC=CC13
J09,111-DR7,Z872217018,12.5,E,0,0.197149759237342,0.526597383226058,0.653707096418554,0.778222733831612,0.897550219685793,0.996125099304463,Inactive,CC(C)(C)N1C(NC(=O)C2=CC=C(S2)[N+](=O)[O-])=NC=3C=CC=CC13
J10,111-DR7,Z872217018,3.13,E,0,0.207526062355097,0.516221080108303,0.66148932375687,0.791193112728806,0.897550219685793,1.00390732664278,Inactive,CC(C)(C)N1C(NC(=O)C2=CC=C(S2)[N+](=O)[O-])=NC=3C=CC=CC13
J11,111-DR7,Z872217018,0.781,E,0,0.197149759237342,0.511032928549425,0.664083399536309,0.783410885390489,0.889767992347476,0.998719175083902,Inactive,CC(C)(C)N1C(NC(=O)C2=CC=C(S2)[N+](=O)[O-])=NC=3C=CC=CC13
J12,111-DR7,Z872217018,0.2,E,0,0.19974383501678,0.50065662543167,0.653707096418554,0.767846430713857,0.879391689229722,0.980560644627831,Inactive,CC(C)(C)N1C(NC(=O)C2=CC=C(S2)[N+](=O)[O-])=NC=3C=CC=CC13
J13,111-DR7,Z5292501409,50,E,0,0.166020849884077,0.394299518474683,0.456557337181212,0.487686246534477,0.498062549652232,0.505844776990548,Inactive,NCC1(CCN(CC1)C=2N=CC(F)=C(N2)C=3C=CSC3)C=4C=CC=CC4
J14,111-DR7,Z5292501409,12.5,E,0,0.228278668590606,0.539567762123251,0.666677475315748,0.793787188508244,0.900144295465231,0.996125099304463,Inactive,NCC1(CCN(CC1)C=2N=CC(F)=C(N2)C=3C=CSC3)C=4C=CC=CC4
J15,111-DR7,Z5292501409,3.13,E,0,0.204931986575658,0.513627004328864,0.648518944859677,0.767846430713857,0.863827234553089,0.970184341510076,Inactive,NCC1(CCN(CC1)C=2N=CC(F)=C(N2)C=3C=CSC3)C=4C=CC=CC4
J16,111-DR7,Z5292501409,0.781,E,0,0.228278668590606,0.526597383226058,0.666677475315748,0.798975340067122,0.905332447024109,1.00650140242222,Inactive,NCC1(CCN(CC1)C=2N=CC(F)=C(N2)C=3C=CSC3)C=4C=CC=CC4
J17,111-DR7,Z5292501409,0.2,E,0,0.204931986575658,0.513627004328864,0.640736717521361,0.760064203375541,0.879391689229722,0.970184341510076,Inactive,NCC1(CCN(CC1)C=2N=CC(F)=C(N2)C=3C=CSC3)C=4C=CC=CC4
J18,111-DR7,Z2595878349,50,E,0,0.181585304560709,0.456557337181212,0.594043353491464,0.677053778433502,0.760064203375541,0.840480552538141,Inactive,CC1N(CCC=2C=C(Cl)C=C(Cl)C12)C(=O)C3=CN(CCN)N=N3
J19,111-DR7,Z2595878349,12.5,E,0,0.202337910796219,0.539567762123251,0.640736717521361,0.765252354934418,0.858639082994212,0.957213962612883,Inactive,CC1N(CCC=2C=C(Cl)C=C(Cl)C12)C(=O)C3=CN(CCN)N=N3
J20,111-DR7,Z2595878349,3.13,E,0,0.210120138134535,0.54216183790269,0.679647854212941,0.796381264287683,0.897550219685793,1.00131325086334,Inactive,CC1N(CCC=2C=C(Cl)C=C(Cl)C12)C(=O)C3=CN(CCN)N=N3
J21,111-DR7,Z2595878349,0.781,E,0,0.210120138134535,0.508438852769987,0.658895247977431,0.773034582272735,0.876797613450283,0.977966568848392,Inactive,CC1N(CCC=2C=C(Cl)C=C(Cl)C12)C(=O)C3=CN(CCN)N=N3
J22,111-DR7,Z2595878349,0.2,E,0,0.223090517031729,0.557726292579322,0.692618233110135,0.804163491625999,0.910520598582986,1.02465993287829,Inactive,CC1N(CCC=2C=C(Cl)C=C(Cl)C12)C(=O)C3=CN(CCN)N=N3
K03,111-DR7,Z2368693661,50,D,0,0.145268243648568,0.396893594254122,0.503250701211109,0.573290747255954,0.625172262844728,0.68224192999238,Inactive,NCC1(O)CCN(CC1)C=2C=CC=3C=C(Br)C=C(Cl)C3N2
K04,111-DR7,Z2368693661,12.5,D,0,0.210120138134535,0.534379610564374,0.679647854212941,0.80156941584656,0.913114674362425,1.0116895539811,Inactive,NCC1(O)CCN(CC1)C=2C=CC=3C=C(Br)C=C(Cl)C3N2
K05,111-DR7,Z2368693661,3.13,D,0,0.215308289693413,0.536973686343812,0.684836005771819,0.806757567405438,0.920896901700741,1.02206585709885,Inactive,NCC1(O)CCN(CC1)C=2C=CC=3C=C(Br)C=C(Cl)C3N2
K06,111-DR7,Z2368693661,0.781,D,0,0.228278668590606,0.549944065241006,0.692618233110135,0.814539794743754,0.933867280597934,1.03763031177548,Inactive,NCC1(O)CCN(CC1)C=2C=CC=3C=C(Br)C=C(Cl)C3N2
K07,111-DR7,Z2368693661,0.2,D,0,0.225684592811167,0.555132216799883,0.687430081551257,0.811945718964315,0.928679129039057,1.03244216021661,Inactive,NCC1(O)CCN(CC1)C=2C=CC=3C=C(Br)C=C(Cl)C3N2
K08,111-DR7,Z85911240,50,D,0,0.0544755913682129,0.0544755913682129,0.0492874398093354,0.0466933640298967,0.044099288250458,0.0415052124710193,12.5,COC=1C=CC=CC1CC(=O)N2CCN(CC2)C=3C=C4N(C=C(C(=O)O)C(=O)C4=CC3F)C5CC5
K09,111-DR7,Z85911240,12.5,D,0,0.103763031177548,0.153050470986884,0.14008009208969,0.14008009208969,0.137486016310251,0.132297864751374,12.5,COC=1C=CC=CC1CC(=O)N2CCN(CC2)C=3C=C4N(C=C(C(=O)O)C(=O)C4=CC3F)C5CC5
K10,111-DR7,Z85911240,3.13,D,0,0.158238622545761,0.249031274826116,0.274972032620503,0.272377956841064,0.269783881061626,0.264595729502748,12.5,COC=1C=CC=CC1CC(=O)N2CCN(CC2)C=3C=C4N(C=C(C(=O)O)C(=O)C4=CC3F)C5CC5
K11,111-DR7,Z85911240,0.781,D,0,0.194555683457903,0.402081745813,0.485092170755038,0.505844776990548,0.516221080108303,0.526597383226058,12.5,COC=1C=CC=CC1CC(=O)N2CCN(CC2)C=3C=C4N(C=C(C(=O)O)C(=O)C4=CC3F)C5CC5
K12,111-DR7,Z85911240,0.2,D,0,0.212714213913974,0.498062549652232,0.612201883947535,0.721153066683961,0.809351643184877,0.905332447024109,12.5,COC=1C=CC=CC1CC(=O)N2CCN(CC2)C=3C=C4N(C=C(C(=O)O)C(=O)C4=CC3F)C5CC5
K13,111-DR7,Z5129505167,50,D,0,0.212714213913974,0.505844776990548,0.62257818706529,0.726341218242838,0.80156941584656,0.884579840788599,Inactive,CC=1C=C(Br)C=C2CCN(CC12)C(=O)C=3C=CC=4CCCC(CN)C4C3
K14,111-DR7,Z5129505167,12.5,D,0,0.217902365472851,0.52140923166718,0.669271551095186,0.788599036949367,0.897550219685793,0.993531023525025,Inactive,CC=1C=C(Br)C=C2CCN(CC12)C(=O)C=3C=CC=4CCCC(CN)C4C3
K15,111-DR7,Z5129505167,3.13,D,0,0.210120138134535,0.498062549652232,0.653707096418554,0.775628658052173,0.869015386111967,0.975372493068954,Inactive,CC=1C=C(Br)C=C2CCN(CC12)C(=O)C=3C=CC=4CCCC(CN)C4C3
K16,111-DR7,Z5129505167,0.781,D,0,0.212714213913974,0.498062549652232,0.664083399536309,0.791193112728806,0.887173916568038,0.998719175083902,Inactive,CC=1C=C(Br)C=C2CCN(CC12)C(=O)C=3C=CC=4CCCC(CN)C4C3
K17,111-DR7,Z5129505167,0.2,D,0,0.207526062355097,0.495468473872793,0.651113020639115,0.770440506493296,0.869015386111967,0.980560644627831,Inactive,CC=1C=C(Br)C=C2CCN(CC12)C(=O)C=3C=CC=4CCCC(CN)C4C3
K18,111-DR7,Z6662403589,50,D,0,0.191961607678464,0.459151412960651,0.594043353491464,0.690024157330696,0.754876051816664,0.832698325199825,Inactive,CC=1C=CC(=CC1)N2C(NC(=O)CNC(=O)CN)=NC=3C=C(C)C=CC23
K19,111-DR7,Z6662403589,12.5,D,0,0.194555683457903,0.479904019196161,0.638142641741922,0.747093824478347,0.827510173640947,0.931273204818496,Inactive,CC=1C=CC(=CC1)N2C(NC(=O)CNC(=O)CN)=NC=3C=C(C)C=CC23
K20,111-DR7,Z6662403589,3.13,D,0,0.202337910796219,0.490280322313916,0.666677475315748,0.778222733831612,0.874203537670844,0.980560644627831,Inactive,CC=1C=CC(=CC1)N2C(NC(=O)CNC(=O)CN)=NC=3C=C(C)C=CC23
K21,111-DR7,Z6662403589,0.781,D,0,0.210120138134535,0.503250701211109,0.656301172197993,0.767846430713857,0.863827234553089,0.967590265730638,Inactive,CC=1C=CC(=CC1)N2C(NC(=O)CNC(=O)CN)=NC=3C=C(C)C=CC23
K22,111-DR7,Z6662403589,0.2,D,0,0.212714213913974,0.513627004328864,0.671865626874625,0.796381264287683,0.90273837124467,1.0116895539811,Inactive,CC=1C=CC(=CC1)N2C(NC(=O)CNC(=O)CN)=NC=3C=C(C)C=CC23
L03,111-DR7,Z2368693661,50,E,0,0.127109713192497,0.350200230224225,0.433210655166264,0.487686246534477,0.536973686343812,0.573290747255954,Inactive,NCC1(O)CCN(CC1)C=2C=CC=3C=C(Br)C=C(Cl)C3N2
L04,111-DR7,Z2368693661,12.5,E,0,0.230872744370045,0.565508519917638,0.687430081551257,0.804163491625999,0.918302825921302,1.02206585709885,Inactive,NCC1(O)CCN(CC1)C=2C=CC=3C=C(Br)C=C(Cl)C3N2
L05,111-DR7,Z2368693661,3.13,E,0,0.223090517031729,0.518815155887741,0.66148932375687,0.780816809611051,0.884579840788599,0.990936947745586,Inactive,NCC1(O)CCN(CC1)C=2C=CC=3C=C(Br)C=C(Cl)C3N2
L06,111-DR7,Z2368693661,0.781,E,0,0.246437199046677,0.539567762123251,0.679647854212941,0.80156941584656,0.910520598582986,1.00909547820166,Inactive,NCC1(O)CCN(CC1)C=2C=CC=3C=C(Br)C=C(Cl)C3N2
L07,111-DR7,Z2368693661,0.2,E,0,0.223090517031729,0.524003307446619,0.653707096418554,0.773034582272735,0.884579840788599,0.985748796186709,Inactive,NCC1(O)CCN(CC1)C=2C=CC=3C=C(Br)C=C(Cl)C3N2
L08,111-DR7,Z85911240,50,E,0,0.0570696671476516,0.0570696671476516,0.0518815155887741,0.0492874398093354,0.0466933640298967,0.0492874398093354,12.5,COC=1C=CC=CC1CC(=O)N2CCN(CC2)C=3C=C4N(C=C(C(=O)O)C(=O)C4=CC3F)C5CC5
L09,111-DR7,Z85911240,12.5,E,0,0.103763031177548,0.137486016310251,0.147862319428006,0.145268243648568,0.14008009208969,0.14008009208969,12.5,COC=1C=CC=CC1CC(=O)N2CCN(CC2)C=3C=C4N(C=C(C(=O)O)C(=O)C4=CC3F)C5CC5
L10,111-DR7,Z85911240,3.13,E,0,0.153050470986884,0.2412490474878,0.269783881061626,0.274972032620503,0.272377956841064,0.267189805282187,12.5,COC=1C=CC=CC1CC(=O)N2CCN(CC2)C=3C=C4N(C=C(C(=O)O)C(=O)C4=CC3F)C5CC5
L11,111-DR7,Z85911240,0.781,E,0,0.197149759237342,0.391705442695245,0.477309943416722,0.498062549652232,0.511032928549425,0.52140923166718,12.5,COC=1C=CC=CC1CC(=O)N2CCN(CC2)C=3C=C4N(C=C(C(=O)O)C(=O)C4=CC3F)C5CC5
L12,111-DR7,Z85911240,0.2,E,0,0.223090517031729,0.508438852769987,0.62257818706529,0.731529369801715,0.830104249420386,0.923490977480179,12.5,COC=1C=CC=CC1CC(=O)N2CCN(CC2)C=3C=C4N(C=C(C(=O)O)C(=O)C4=CC3F)C5CC5
L13,111-DR7,Z5129505167,50,E,0,0.22049644125229,0.492874398093354,0.609607808168096,0.715964915125083,0.788599036949367,0.871609461891406,Inactive,CC=1C=C(Br)C=C2CCN(CC12)C(=O)C=3C=CC=4CCCC(CN)C4C3
L14,111-DR7,Z5129505167,12.5,E,0,0.22049644125229,0.503250701211109,0.653707096418554,0.770440506493296,0.871609461891406,0.977966568848392,Inactive,CC=1C=C(Br)C=C2CCN(CC12)C(=O)C=3C=CC=4CCCC(CN)C4C3
L15,111-DR7,Z5129505167,3.13,E,0,0.210120138134535,0.495468473872793,0.671865626874625,0.796381264287683,0.892362068126915,1.00131325086334,Inactive,CC=1C=C(Br)C=C2CCN(CC12)C(=O)C=3C=CC=4CCCC(CN)C4C3
L16,111-DR7,Z5129505167,0.781,E,0,0.204931986575658,0.482498094975599,0.638142641741922,0.760064203375541,0.858639082994212,0.967590265730638,Inactive,CC=1C=C(Br)C=C2CCN(CC12)C(=O)C=3C=CC=4CCCC(CN)C4C3
L17,111-DR7,Z5129505167,0.2,E,0,0.210120138134535,0.482498094975599,0.648518944859677,0.767846430713857,0.869015386111967,0.975372493068954,Inactive,CC=1C=C(Br)C=C2CCN(CC12)C(=O)C=3C=CC=4CCCC(CN)C4C3
L18,111-DR7,Z6662403589,50,E,0,0.194555683457903,0.46174548874009,0.599231505050341,0.697806384669012,0.76265827915498,0.845668704097018,Inactive,CC=1C=CC(=CC1)N2C(NC(=O)CNC(=O)CN)=NC=3C=C(C)C=CC23
L19,111-DR7,Z6662403589,12.5,E,0,0.197149759237342,0.487686246534477,0.645924869080238,0.754876051816664,0.840480552538141,0.944243583715689,Inactive,CC=1C=CC(=CC1)N2C(NC(=O)CNC(=O)CN)=NC=3C=C(C)C=CC23
L20,111-DR7,Z6662403589,3.13,E,0,0.207526062355097,0.487686246534477,0.66148932375687,0.773034582272735,0.866421310332528,0.972778417289515,Inactive,CC=1C=CC(=CC1)N2C(NC(=O)CNC(=O)CN)=NC=3C=C(C)C=CC23
L21,111-DR7,Z6662403589,0.781,E,0,0.207526062355097,0.498062549652232,0.669271551095186,0.786004961169928,0.876797613450283,0.98315472040727,Inactive,CC=1C=CC(=CC1)N2C(NC(=O)CNC(=O)CN)=NC=3C=C(C)C=CC23
L22,111-DR7,Z6662403589,0.2,E,0,0.215308289693413,0.513627004328864,0.68224192999238,0.798975340067122,0.90273837124467,1.00650140242222,Inactive,CC=1C=CC(=CC1)N2C(NC(=O)CNC(=O)CN)=NC=3C=C(C)C=CC23
M03,111-DR7,Z26333666,50,D,0,0.22049644125229,0.513627004328864,0.60182558082978,0.684836005771819,0.744499748698909,0.80156941584656,Inactive,[O-][N+](=O)C=1C=C(NC(=O)CN2C=NC=3C=CC=CC23)C=CC1Cl
M04,111-DR7,Z26333666,12.5,D,0,0.225684592811167,0.531785534784935,0.658895247977431,0.765252354934418,0.858639082994212,0.946837659495128,Inactive,[O-][N+](=O)C=1C=C(NC(=O)CN2C=NC=3C=CC=CC23)C=CC1Cl
